season,game_id,team_id,opponent_id,round,venue,result,GF,GA,xG,xGA,Poss,Formation,Opp Formation
2425,1712,9616,9653,32,Home,D,2.0,2.0,2.2,1.1,73.0,4-2-3-1,4-2-3-1
2425,1713,9616,18708,33,Away,W,2.0,1.0,0.9,0.3,59.0,4-2-3-1,4-2-3-1
2425,1714,9616,5794,34,Home,W,1.0,0.0,0.8,0.4,55.0,4-2-3-1,4-2-3-1
2425,1715,9616,1130849,35,Home,W,3.0,1.0,3.1,1.0,36.0,4-2-3-1,4-2-3-1
2425,1716,9616,18716,36,Away,L,0.0,2.0,0.7,1.6,55.0,4-2-3-1,3-4-3
2425,1717,9616,18656,37,Home,W,1.0,0.0,0.8,0.3,47.0,4-2-3-1,3-4-3
2425,1718,9616,19490,38,Away,W,1.0,0.0,1.1,1.2,48.0,4-2-3-1,4-3-1-2
2425,1629,19467,19571,01,Away,L,1.0,2.0,1.2,1.6,54.0,3-4-3,4-3-3
2425,1719,19467,18747,02,Home,L,0.0,2.0,1.3,1.4,58.0,3-4-3,4-1-4-1
2425,1693,19467,9616,03,Away,D,1.0,1.0,0.5,2.4,38.0,3-4-3,4-2-3-1
2425,1720,19467,19481,04,Home,D,2.0,2.0,2.5,1.2,66.0,3-4-3,4-2-3-1
2425,1721,19467,18656,05,Home,D,0.0,0.0,1.0,1.6,33.0,3-4-3,4-2-3-1
2425,1722,19467,5794,06,Away,L,1.0,2.0,0.9,0.9,59.0,3-4-3,4-2-3-1
2425,1723,19467,1130849,07,Home,L,0.0,1.0,0.6,1.4,32.0,3-4-3,4-2-3-1
2425,1724,19467,19490,08,Away,L,0.0,1.0,1.0,1.7,49.0,3-1-4-2,4-2-3-1
2425,1725,19467,18741,09,Home,W,1.0,0.0,0.8,0.7,34.0,3-4-3,4-3-3
2425,1726,19467,19500,10,Away,D,2.0,2.0,2.4,1.5,43.0,3-4-3,3-4-3
2425,1727,19467,18708,11,Home,L,0.0,2.0,1.5,1.8,36.0,3-4-3,4-2-3-1
2425,1569,19467,18711,12,Away,D,2.0,2.0,1.3,3.0,31.0,3-4-3,4-2-3-1
2425,1728,19467,18716,13,Home,D,1.0,1.0,1.7,0.0,49.0,3-4-3,4-3-3
2425,1729,19467,9653,14,Away,W,1.0,0.0,1.6,0.5,46.0,3-4-3,4-2-3-1
2425,1730,19467,50602,15,Home,D,2.0,2.0,1.3,1.4,32.0,3-4-3,4-2-3-1
2425,1674,19467,19453,16,Away,W,3.0,1.0,2.2,1.0,36.0,3-4-3,4-2-3-1
2425,1537,19467,9617,17,Home,L,1.0,5.0,1.6,2.5,42.0,3-4-3,4-3-3
2425,1610,19467,19568,18,Away,D,0.0,0.0,0.4,1.4,48.0,3-4-3,4-2-3-1
2425,1731,19467,18732,19,Home,W,2.0,1.0,2.0,0.9,47.0,3-4-3,3-4-3
2425,1705,19467,9616,20,Home,D,1.0,1.0,1.1,1.2,39.0,3-4-3,4-2-3-1
2425,1732,19467,19481,21,Away,W,2.0,0.0,1.8,1.7,43.0,3-4-3,4-2-3-1
2425,1733,19467,18747,22,Away,W,2.0,0.0,1.3,0.3,47.0,3-4-3,3-4-3
2425,1648,19467,19571,23,Home,L,1.0,2.0,1.1,1.3,47.0,3-4-3,4-2-3-1
2425,1734,19467,18656,24,Away,W,2.0,0.0,2.6,1.1,34.0,3-4-3,3-4-3
2425,1735,19467,5794,25,Home,L,1.0,2.0,1.6,0.9,58.0,3-4-3,4-2-3-1
2425,1736,19467,18708,26,Away,W,2.0,0.0,1.3,0.2,38.0,3-4-3,4-2-3-1
2425,1584,19467,18711,27,Home,W,4.0,1.0,4.3,0.4,36.0,3-4-3,3-4-3
2425,1737,19467,9653,28,Home,W,1.0,0.0,3.2,1.5,55.0,3-4-3,4-2-3-1
2425,1738,19467,18732,30,Away,D,1.0,1.0,0.7,0.7,57.0,3-4-3,3-4-3
2425,1684,19467,19453,31,Home,W,2.0,1.0,0.6,1.0,38.0,3-4-3,4-2-3-1
2425,1739,19467,50602,32,Away,L,2.0,5.0,1.8,3.7,33.0,3-4-3,4-2-3-1
2425,1740,19467,18716,29,Away,L,0.0,5.0,2.0,1.5,41.0,3-4-3,4-3-3
2425,1625,19467,19568,33,Home,D,0.0,0.0,0.4,0.7,29.0,3-4-3,4-2-3-1
2425,1554,19467,9617,34,Away,D,2.0,2.0,1.7,1.2,33.0,3-4-3,4-3-3
2425,1741,19467,19490,35,Home,D,1.0,1.0,2.3,0.7,50.0,3-4-3,4-2-3-1
2425,1742,19467,18741,36,Away,W,2.0,0.0,3.3,0.7,52.0,3-4-3,4-3-3
2425,1743,19467,19500,37,Home,W,4.0,2.0,1.7,1.4,31.0,3-4-3,3-4-3
2425,1744,19467,1130849,38,Away,D,1.0,1.0,1.8,2.1,31.0,3-4-3,4-2-3-1
2425,1661,5794,19453,01,Home,L,0.0,3.0,0.5,1.4,40.0,4-2-3-1,4-2-3-1
2425,1745,5794,18741,02,Away,L,0.0,4.0,1.0,2.4,30.0,4-2-3-1,4-3-3
2425,1597,5794,19568,03,Home,L,2.0,3.0,1.8,2.4,47.0,4-2-3-1,4-2-3-1
2425,1561,5794,18711,04,Away,L,2.0,3.0,0.9,2.1,28.0,4-2-3-1,4-2-3-1
2425,1746,5794,19481,05,Away,D,1.0,1.0,1.1,0.7,42.0,4-2-3-1,4-2-3-1
2425,1722,5794,19467,06,Home,W,2.0,1.0,0.9,0.9,41.0,4-2-3-1,3-4-3
2425,1747,5794,18716,07,Home,D,0.0,0.0,0.7,2.1,33.0,4-2-3-1,4-3-3
2425,1748,5794,9653,08,Away,W,2.0,0.0,1.7,1.3,45.0,4-2-3-1,4-2-3-1
2425,1749,5794,18708,09,Home,D,1.0,1.0,0.8,1.2,40.0,4-2-3-1,4-2-3-1
2425,1750,5794,18732,10,Away,L,0.0,1.0,1.6,0.7,35.0,4-2-3-1,5-4-1
2425,1751,5794,18747,11,Away,D,0.0,0.0,1.1,0.8,51.0,4-2-3-1,4-1-4-1
2425,1639,5794,19571,12,Home,D,0.0,0.0,1.2,1.1,59.0,4-2-3-1,4-3-3
2425,1752,5794,18656,13,Away,L,0.0,4.0,0.6,1.1,40.0,4-2-3-1,3-4-3
2425,1753,5794,19500,14,Home,W,4.0,0.0,1.0,0.8,44.0,4-2-3-1,3-4-3
2425,1536,5794,9617,16,Away,D,0.0,0.0,0.1,1.2,24.0,4-3-3,4-3-3
2425,1702,5794,9616,17,Home,D,0.0,0.0,1.0,1.2,25.0,4-3-3,4-2-3-1
2425,1754,5794,50602,18,Away,D,1.0,1.0,0.7,2.1,34.0,4-3-3,4-1-4-1
2425,1755,5794,19490,19,Home,L,0.0,2.0,0.9,1.5,64.0,4-3-3,4-2-3-1
2425,1612,5794,19568,20,Away,L,0.0,1.0,0.7,1.8,42.0,4-2-3-1,4-2-3-1
2425,1578,5794,18711,21,Home,L,0.0,1.0,1.1,1.2,50.0,4-2-3-1,4-2-3-1
2425,1756,5794,18741,22,Home,W,3.0,2.0,1.8,1.1,36.0,4-2-3-1,3-4-3
2425,1678,5794,19453,23,Away,W,1.0,0.0,0.8,0.7,31.0,4-2-3-1,4-2-3-1
2425,1757,5794,19481,24,Home,W,4.0,0.0,2.5,0.3,48.0,4-2-3-1,4-2-3-1
2425,1758,5794,1130849,15,Home,D,2.0,2.0,1.0,0.6,37.0,4-2-3-1,4-2-3-1
2425,1735,5794,19467,25,Away,W,2.0,1.0,0.9,1.6,42.0,4-2-3-1,3-4-3
2425,1759,5794,18656,26,Home,D,2.0,2.0,1.6,0.4,38.0,4-2-3-1,3-4-3
2425,1652,5794,19571,27,Away,D,1.0,1.0,1.5,1.4,48.0,4-2-3-1,4-2-3-1
2425,1760,5794,19500,28,Away,D,1.0,1.0,1.2,0.8,34.0,4-2-3-1,3-4-3
2425,1761,5794,18747,29,Home,D,1.0,1.0,1.0,0.8,54.0,4-2-3-1,3-5-2
2425,1762,5794,1130849,30,Away,L,0.0,1.0,0.9,1.5,27.0,4-2-3-1,4-2-3-1
2425,1551,5794,9617,31,Home,D,1.0,1.0,1.1,1.8,31.0,4-2-3-1,4-3-3
2425,1763,5794,19490,32,Away,W,1.0,0.0,1.4,0.5,57.0,4-2-3-1,4-2-3-1
2425,1764,5794,50602,33,Home,L,0.0,2.0,0.9,2.0,33.0,4-2-3-1,4-2-3-1
2425,1714,5794,9616,34,Away,L,0.0,1.0,0.4,0.8,45.0,4-2-3-1,4-2-3-1
2425,1765,5794,9653,35,Home,D,2.0,2.0,0.6,0.8,58.0,4-2-3-1,4-2-3-1
2425,1766,5794,18708,36,Away,W,3.0,1.0,1.1,0.8,36.0,4-2-3-1,4-2-3-1
2425,1767,5794,18732,37,Home,W,2.0,0.0,2.7,1.2,50.0,4-2-3-1,3-4-3
2425,1768,5794,18716,38,Away,W,1.0,0.0,1.2,1.2,35.0,4-2-3-1,3-4-3
2425,1769,18708,18656,01,Away,L,0.0,1.0,0.4,2.4,45.0,4-2-3-1,4-2-3-1
2425,1770,18708,19481,02,Home,W,2.0,1.0,1.8,0.6,54.0,4-2-3-1,4-2-3-1
2425,1771,18708,9653,03,Away,D,1.0,1.0,0.9,0.4,52.0,4-3-3,4-2-3-1
2425,1772,18708,18747,04,Home,D,1.0,1.0,1.5,0.8,54.0,4-2-3-1,4-2-3-1
2425,1773,18708,18716,05,Home,W,3.0,1.0,2.2,1.5,39.0,4-2-3-1,4-3-3
2425,1774,18708,19490,06,Away,W,1.0,0.0,1.3,0.8,59.0,4-2-3-1,4-4-2
2425,1775,18708,50602,07,Away,L,2.0,3.0,2.6,1.6,42.0,5-4-1,4-1-4-1
2425,1565,18708,18711,08,Home,L,1.0,3.0,1.8,1.6,52.0,4-2-3-1,4-2-3-1
2425,1749,18708,5794,09,Away,D,1.0,1.0,1.2,0.8,60.0,4-2-3-1,4-2-3-1
2425,1638,18708,19571,10,Home,W,2.0,1.0,1.3,0.6,68.0,4-2-3-1,4-2-3-1
2425,1727,18708,19467,11,Away,W,2.0,0.0,1.8,1.5,64.0,4-2-3-1,3-4-3
2425,1776,18708,19500,12,Home,L,1.0,4.0,1.0,1.3,59.0,4-2-3-1,3-4-3
2425,1777,18708,18741,13,Away,D,1.0,1.0,1.5,0.8,49.0,4-2-3-1,4-3-3
2425,1672,18708,19453,14,Home,W,3.0,1.0,1.1,1.4,43.0,4-2-3-1,3-4-3
2425,1535,18708,9617,15,Home,D,1.0,1.0,0.2,1.8,34.0,4-2-3-1,4-3-3
2425,1778,18708,1130849,16,Away,D,2.0,2.0,1.2,2.1,39.0,4-2-3-1,4-3-3
2425,1779,18708,18732,17,Home,D,0.0,0.0,0.9,0.3,57.0,4-2-3-1,3-4-1-2
2425,1703,18708,9616,18,Away,W,2.0,1.0,1.8,1.1,53.0,4-5-1,4-2-3-1
2425,1611,18708,19568,19,Home,D,2.0,2.0,1.1,2.0,52.0,4-5-1,4-2-3-1
2425,1780,18708,9653,20,Home,D,2.0,2.0,2.2,1.5,73.0,3-4-3,5-4-1
2425,1781,18708,18747,21,Away,L,2.0,3.0,1.7,1.0,56.0,4-2-3-1,4-2-3-1
2425,1782,18708,19481,22,Away,W,2.0,0.0,2.0,0.6,60.0,4-2-3-1,4-2-3-1
2425,1783,18708,18656,23,Home,L,0.0,1.0,0.7,0.3,51.0,4-2-3-1,3-4-3
2425,1784,18708,18716,24,Away,W,2.0,1.0,1.6,0.8,51.0,4-2-3-1,4-3-3
2425,1785,18708,19490,25,Home,W,2.0,1.0,2.1,0.4,55.0,4-2-3-1,3-5-2
2425,1736,18708,19467,26,Home,L,0.0,2.0,0.2,1.3,62.0,4-2-3-1,3-4-3
2425,1786,18708,19500,27,Away,W,2.0,1.0,1.7,1.3,40.0,3-4-3,3-4-3
2425,1682,18708,19453,28,Away,L,1.0,2.0,0.9,1.5,47.0,3-4-3,4-2-3-1
2425,1787,18708,18741,29,Home,W,2.0,0.0,1.0,0.9,57.0,4-2-3-1,4-3-3
2425,1550,18708,9617,30,Away,L,1.0,2.0,1.0,2.2,49.0,3-4-3,4-3-3
2425,1788,18708,1130849,31,Home,W,3.0,2.0,0.7,1.5,37.0,4-2-3-1,4-2-3-1
2425,1624,18708,19568,32,Away,L,0.0,1.0,1.0,1.4,59.0,4-2-3-1,4-2-3-1
2425,1713,18708,9616,33,Home,L,1.0,2.0,0.3,0.9,41.0,4-2-3-1,4-2-3-1
2425,1789,18708,18732,34,Away,W,2.0,1.0,2.4,0.6,65.0,4-3-3,3-4-3
2425,1591,18708,18711,35,Away,L,0.0,1.0,0.9,1.0,48.0,4-2-3-1,4-2-3-1
2425,1766,18708,5794,36,Home,L,1.0,3.0,0.8,1.1,64.0,4-2-3-1,4-2-3-1
2425,1659,18708,19571,37,Away,W,3.0,2.0,1.0,2.5,49.0,4-2-3-1,4-2-3-1
2425,1790,18708,50602,38,Home,L,0.0,2.0,1.3,3.0,47.0,4-2-3-1,4-2-3-1
2425,1791,9653,1130849,01,Home,L,0.0,2.0,0.5,2.6,38.0,4-2-3-1,4-2-3-1
2425,1792,9653,50602,02,Away,L,1.0,4.0,0.3,3.3,25.0,5-4-1,3-2-4-1
2425,1771,9653,18708,03,Home,D,1.0,1.0,0.4,0.9,48.0,4-2-3-1,4-3-3
2425,1663,9653,19453,04,Away,D,0.0,0.0,0.3,1.6,32.0,4-2-3-1,4-4-2
2425,1793,9653,18732,05,Away,D,1.0,1.0,1.6,2.4,47.0,4-2-3-1,4-2-3-1
2425,1563,9653,18711,06,Home,D,2.0,2.0,1.2,0.8,44.0,4-2-3-1,4-2-3-1
2425,1794,9653,18747,07,Away,L,1.0,4.0,0.6,3.6,48.0,4-2-3-1,4-1-4-1
2425,1748,9653,5794,08,Home,L,0.0,2.0,1.3,1.7,55.0,4-2-3-1,4-2-3-1
2425,1637,9653,19571,09,Away,L,3.0,4.0,1.3,4.0,35.0,4-2-3-1,4-2-3-1
2425,1795,9653,19481,10,Home,D,1.0,1.0,1.0,1.5,43.0,4-2-3-1,4-2-3-1
2425,1796,9653,18741,11,Away,W,2.0,1.0,1.6,1.5,34.0,4-2-3-1,4-3-3
2425,1797,9653,18656,12,Home,D,1.0,1.0,1.6,0.8,40.0,4-2-3-1,3-4-3
2425,1798,9653,19490,13,Away,L,0.0,1.0,0.6,1.6,55.0,4-2-3-1,4-2-3-1
2425,1729,9653,19467,14,Home,L,0.0,1.0,0.5,1.6,54.0,4-2-3-1,3-4-3
2425,1607,9653,19568,15,Home,L,1.0,2.0,1.3,3.2,44.0,4-2-3-1,4-2-3-1
2425,1799,9653,19500,16,Away,W,2.0,1.0,1.1,1.3,46.0,4-2-3-1,3-4-3
2425,1800,9653,18716,17,Home,L,0.0,4.0,0.7,2.3,42.0,4-2-3-1,4-3-3
2425,1538,9653,9617,18,Away,L,0.0,1.0,0.2,1.8,32.0,5-4-1,4-3-3
2425,1704,9653,9616,19,Home,W,2.0,0.0,1.6,2.0,24.0,5-4-1,4-2-3-1
2425,1780,9653,18708,20,Away,D,2.0,2.0,1.5,2.2,27.0,5-4-1,3-4-3
2425,1676,9653,19453,21,Home,L,0.0,2.0,0.3,1.0,47.0,4-2-3-1,4-1-4-1
2425,1801,9653,50602,22,Home,L,0.0,6.0,0.5,3.0,33.0,5-4-1,4-2-3-1
2425,1802,9653,1130849,23,Away,L,1.0,4.0,0.5,2.0,30.0,4-2-3-1,4-2-3-1
2425,1803,9653,18732,24,Home,L,1.0,2.0,1.8,0.9,57.0,4-2-3-1,3-4-3
2425,1581,9653,18711,25,Away,D,1.0,1.0,0.4,2.4,25.0,4-2-3-1,4-2-3-1
2425,1804,9653,18741,26,Home,L,1.0,4.0,1.1,1.7,42.0,4-2-3-1,4-3-3
2425,1805,9653,18656,27,Away,L,2.0,3.0,1.4,0.7,55.0,3-4-3,3-4-3
2425,1737,9653,19467,28,Away,L,0.0,1.0,1.5,3.2,45.0,4-2-3-1,3-4-3
2425,1806,9653,19490,29,Home,L,2.0,4.0,0.4,1.5,55.0,4-2-3-1,4-2-3-1
2425,1622,9653,19568,30,Away,W,2.0,1.0,1.2,1.8,37.0,4-2-3-1,4-2-3-1
2425,1807,9653,19500,31,Home,L,1.0,2.0,0.8,2.6,45.0,4-2-3-1,3-4-3
2425,1712,9653,9616,32,Away,D,2.0,2.0,1.1,2.2,27.0,4-2-3-1,4-2-3-1
2425,1553,9653,9617,33,Home,L,0.0,4.0,0.2,2.4,25.0,4-4-1-1,4-3-3
2425,1808,9653,18716,34,Away,L,0.0,3.0,0.1,2.4,23.0,4-4-1-1,4-3-3
2425,1765,9653,5794,35,Away,D,2.0,2.0,0.8,0.6,42.0,4-2-3-1,4-2-3-1
2425,1658,9653,19571,36,Home,L,0.0,1.0,0.9,1.4,49.0,4-2-3-1,4-2-3-1
2425,1809,9653,19481,37,Away,L,0.0,2.0,1.4,0.8,50.0,4-2-3-1,4-2-3-1
2425,1810,9653,18747,38,Home,L,1.0,3.0,0.7,1.1,42.0,4-2-3-1,3-1-4-2
2425,1811,19481,18741,01,Home,D,1.0,1.0,1.0,1.2,30.0,4-2-3-1,4-3-3
2425,1770,19481,18708,02,Away,L,1.0,2.0,0.6,1.8,46.0,4-2-3-1,4-2-3-1
2425,1560,19481,18711,03,Home,L,1.0,2.0,0.4,1.4,57.0,4-2-3-1,4-4-2
2425,1720,19481,19467,04,Away,D,2.0,2.0,1.2,2.5,34.0,4-2-3-1,3-4-3
2425,1746,19481,5794,05,Home,D,1.0,1.0,0.7,1.1,58.0,4-2-3-1,4-2-3-1
2425,1526,19481,9617,06,Away,L,2.0,4.0,0.3,4.4,26.0,4-2-3-1,4-4-2
2425,1601,19481,19568,07,Home,W,1.0,0.0,0.8,2.1,45.0,4-2-3-1,4-2-3-1
2425,1812,19481,18732,08,Away,W,3.0,2.0,3.1,2.1,58.0,4-2-3-1,4-5-1
2425,1813,19481,19490,09,Home,L,1.0,3.0,0.8,1.7,65.0,4-2-3-1,4-2-3-1
2425,1795,19481,9653,10,Away,D,1.0,1.0,1.5,1.0,57.0,4-2-3-1,4-2-3-1
2425,1814,19481,18656,11,Away,L,0.0,3.0,0.6,0.8,49.0,4-3-3,4-2-3-1
2425,1699,19481,9616,12,Home,L,1.0,2.0,1.1,2.7,37.0,4-4-1-1,4-2-3-1
2425,1640,19481,19571,13,Away,L,1.0,4.0,1.1,2.4,40.0,3-4-3,4-2-3-1
2425,1815,19481,18747,14,Home,W,3.0,1.0,1.7,3.0,39.0,4-2-3-1,4-2-3-1
2425,1673,19481,19453,15,Home,D,2.0,2.0,1.3,1.5,56.0,4-2-3-1,4-2-3-1
2425,1816,19481,18716,16,Away,L,0.0,4.0,0.2,3.8,41.0,4-2-3-1,4-3-3
2425,1817,19481,19500,17,Home,L,0.0,3.0,0.8,1.1,54.0,4-2-3-1,3-4-3
2425,1818,19481,1130849,18,Away,L,1.0,3.0,0.3,2.0,32.0,4-2-3-1,4-2-3-1
2425,1819,19481,50602,19,Home,L,0.0,2.0,1.3,1.3,53.0,4-2-3-1,4-1-4-1
2425,1577,19481,18711,20,Away,L,1.0,2.0,0.4,1.4,40.0,4-2-3-1,4-2-3-1
2425,1732,19481,19467,21,Home,L,0.0,2.0,1.7,1.8,57.0,4-2-3-1,3-4-3
2425,1782,19481,18708,22,Home,L,0.0,2.0,0.6,2.0,40.0,4-2-3-1,4-2-3-1
2425,1820,19481,18741,23,Away,W,2.0,1.0,1.6,1.0,39.0,4-2-3-1,4-3-3
2425,1757,19481,5794,24,Away,L,0.0,4.0,0.3,2.5,52.0,4-2-3-1,4-2-3-1
2425,1545,19481,9617,25,Home,L,0.0,2.0,0.2,1.4,40.0,4-2-3-1,4-3-3
2425,1651,19481,19571,26,Home,L,0.0,4.0,0.5,1.5,48.0,4-2-3-1,4-2-3-1
2425,1821,19481,18747,27,Away,L,0.0,2.0,0.4,1.3,42.0,4-2-3-1,3-5-2
2425,1710,19481,9616,28,Away,L,0.0,1.0,0.1,1.7,44.0,3-4-3,4-2-3-1
2425,1822,19481,18656,29,Home,L,0.0,3.0,1.0,0.9,53.0,3-4-3,3-4-3
2425,1823,19481,50602,30,Away,L,0.0,2.0,0.1,2.2,28.0,3-4-3,4-2-3-1
2425,1824,19481,18716,31,Home,L,0.0,3.0,0.5,3.2,58.0,3-4-3,4-3-3
2425,1685,19481,19453,32,Away,D,2.0,2.0,1.5,3.8,41.0,4-2-3-1,4-1-4-1
2425,1825,19481,1130849,33,Home,L,0.0,1.0,0.3,2.5,42.0,4-2-3-1,4-2-3-1
2425,1826,19481,19500,34,Away,L,0.0,3.0,1.1,2.0,44.0,4-2-3-1,3-4-3
2425,1827,19481,18732,35,Home,W,2.0,0.0,1.4,0.5,49.0,4-2-3-1,3-4-3
2425,1828,19481,19490,36,Away,D,2.0,2.0,1.1,1.3,45.0,4-2-3-1,4-2-3-1
2425,1809,19481,9653,37,Home,W,2.0,0.0,0.8,1.4,50.0,4-2-3-1,4-2-3-1
2425,1628,19481,19568,38,Away,L,0.0,2.0,0.3,1.6,37.0,4-2-3-1,4-2-3-1
2425,1791,1130849,9653,01,Away,W,2.0,0.0,2.6,0.5,62.0,4-2-3-1,4-2-3-1
2425,1630,1130849,19571,02,Home,W,2.0,0.0,2.5,0.5,62.0,4-2-3-1,4-4-2
2425,1829,1130849,18656,03,Away,W,3.0,0.0,1.8,1.4,47.0,4-2-3-1,4-2-3-1
2425,1830,1130849,19490,04,Home,L,0.0,1.0,0.9,0.4,68.0,4-2-3-1,4-2-3-1
2425,1599,1130849,19568,05,Home,W,3.0,0.0,2.0,1.1,58.0,4-2-3-1,4-2-3-1
2425,1831,1130849,19500,06,Away,W,2.0,1.0,2.5,0.6,55.0,4-2-3-1,4-1-4-1
2425,1723,1130849,19467,07,Away,W,1.0,0.0,1.4,0.6,68.0,4-2-3-1,3-4-3
2425,1696,1130849,9616,08,Home,W,2.0,1.0,1.9,1.0,43.0,4-2-3-1,4-2-3-1
2425,1529,1130849,9617,09,Away,D,2.0,2.0,0.8,0.9,55.0,4-2-3-1,4-4-2
2425,1669,1130849,19453,10,Home,W,2.0,1.0,1.6,1.0,49.0,4-2-3-1,4-4-2
2425,1568,1130849,18711,11,Home,W,2.0,0.0,2.0,1.2,62.0,4-2-3-1,4-2-3-1
2425,1832,1130849,18732,12,Away,W,3.0,2.0,3.1,1.3,62.0,4-2-3-1,5-4-1
2425,1833,1130849,50602,13,Home,W,2.0,0.0,3.4,0.8,44.0,4-2-3-1,4-2-3-1
2425,1834,1130849,18716,14,Away,D,3.0,3.0,1.9,2.1,58.0,4-2-3-1,4-3-3
2425,1778,1130849,18708,16,Home,D,2.0,2.0,2.1,1.2,61.0,4-3-3,4-2-3-1
2425,1835,1130849,18741,17,Away,W,6.0,3.0,5.6,1.3,48.0,4-2-3-1,4-2-3-1
2425,1818,1130849,19481,18,Home,W,3.0,1.0,2.0,0.3,68.0,4-2-3-1,4-2-3-1
2425,1836,1130849,18747,19,Away,W,5.0,0.0,3.1,0.4,54.0,4-2-3-1,4-2-3-1
2425,1837,1130849,18656,20,Home,D,2.0,2.0,2.7,1.0,53.0,4-2-3-1,3-4-3
2425,1838,1130849,19490,21,Away,D,1.0,1.0,2.0,0.3,70.0,4-2-3-1,4-2-3-1
2425,1647,1130849,19571,22,Away,W,2.0,0.0,3.4,0.7,60.0,4-2-3-1,4-2-3-1
2425,1802,1130849,9653,23,Home,W,4.0,1.0,2.0,0.5,70.0,4-2-3-1,4-2-3-1
2425,1616,1130849,19568,24,Away,W,2.0,0.0,2.5,1.6,51.0,4-2-3-1,4-2-3-1
2425,1758,1130849,5794,15,Away,D,2.0,2.0,0.6,1.0,63.0,4-2-3-1,4-2-3-1
2425,1839,1130849,19500,25,Home,W,2.0,1.0,1.7,1.5,50.0,4-2-3-1,3-4-3
2425,1582,1130849,18711,29,Away,D,2.0,2.0,2.5,0.6,48.0,4-2-3-1,4-2-3-1
2425,1840,1130849,50602,26,Away,W,2.0,0.0,0.7,0.6,34.0,4-2-2-2,4-1-4-1
2425,1841,1130849,18716,27,Home,W,2.0,0.0,1.7,0.2,61.0,4-2-3-1,4-2-3-1
2425,1842,1130849,18732,28,Home,W,3.0,1.0,3.9,0.4,71.0,4-3-3,4-2-3-1
2425,1762,1130849,5794,30,Home,W,1.0,0.0,1.5,0.9,73.0,4-2-3-1,4-2-3-1
2425,1788,1130849,18708,31,Away,L,2.0,3.0,1.5,0.7,63.0,4-2-3-1,4-2-3-1
2425,1843,1130849,18747,32,Home,W,2.0,1.0,1.8,1.4,55.0,4-2-3-1,3-5-2
2425,1825,1130849,19481,33,Away,W,1.0,0.0,2.5,0.3,58.0,4-2-3-1,4-2-3-1
2425,1844,1130849,18741,34,Home,W,5.0,1.0,2.2,0.5,61.0,4-2-3-1,4-3-3
2425,1715,1130849,9616,35,Away,L,1.0,3.0,1.0,3.1,64.0,4-2-3-1,4-2-3-1
2425,1556,1130849,9617,36,Home,D,2.0,2.0,2.4,2.6,45.0,4-2-3-1,4-3-3
2425,1689,1130849,19453,37,Away,L,2.0,3.0,2.2,2.2,51.0,4-2-3-1,4-2-3-1
2425,1744,1130849,19467,38,Home,D,1.0,1.0,2.1,1.8,69.0,4-2-3-1,3-4-3
2425,1691,50602,9616,01,Away,W,2.0,0.0,0.8,1.0,52.0,3-2-4-1,4-2-3-1
2425,1792,50602,9653,02,Home,W,4.0,1.0,3.3,0.3,75.0,3-2-4-1,5-4-1
2425,1845,50602,18747,03,Away,W,3.0,1.0,3.0,0.7,67.0,3-2-4-1,4-2-3-1
2425,1632,50602,19571,04,Home,W,2.0,1.0,2.1,1.0,54.0,4-2-3-1,5-3-2
2425,1525,50602,9617,05,Home,D,2.0,2.0,2.1,0.7,77.0,4-3-3,4-4-2
2425,1846,50602,18716,06,Away,D,1.0,1.0,0.9,1.6,62.0,4-2-3-1,4-3-3
2425,1775,50602,18708,07,Home,W,3.0,2.0,1.6,2.6,58.0,4-1-4-1,5-4-1
2425,1847,50602,19500,08,Away,W,2.0,1.0,1.6,0.8,77.0,4-1-4-1,3-5-2
2425,1848,50602,18732,09,Home,W,1.0,0.0,2.9,0.2,57.0,4-1-4-1,5-4-1
2425,1602,50602,19568,10,Away,L,1.0,2.0,1.6,2.0,64.0,4-1-4-1,4-2-3-1
2425,1670,50602,19453,11,Away,L,1.0,2.0,2.1,2.3,60.0,4-1-4-1,4-4-2
2425,1849,50602,18741,12,Home,L,0.0,4.0,2.1,2.5,58.0,4-3-3,4-3-3
2425,1833,50602,1130849,13,Away,L,0.0,2.0,0.8,3.4,56.0,4-2-3-1,4-2-3-1
2425,1850,50602,19490,14,Home,W,3.0,0.0,2.4,1.0,66.0,4-2-3-1,4-2-3-1
2425,1730,50602,19467,15,Away,D,2.0,2.0,1.4,1.3,68.0,4-2-3-1,3-4-3
2425,1851,50602,18656,16,Home,L,1.0,2.0,0.9,2.1,52.0,4-1-4-1,3-4-3
2425,1574,50602,18711,17,Away,L,1.0,2.0,1.0,1.6,56.0,4-2-3-1,4-2-3-1
2425,1754,50602,5794,18,Home,D,1.0,1.0,2.1,0.7,66.0,4-1-4-1,4-3-3
2425,1819,50602,19481,19,Away,W,2.0,0.0,1.3,1.3,47.0,4-1-4-1,4-2-3-1
2425,1852,50602,18747,20,Home,W,4.0,1.0,1.9,1.4,56.0,4-1-4-1,4-2-3-1
2425,1646,50602,19571,21,Away,D,2.0,2.0,2.2,2.5,55.0,4-2-3-1,4-3-3
2425,1801,50602,9653,22,Away,W,6.0,0.0,3.0,0.5,67.0,4-2-3-1,5-4-1
2425,1707,50602,9616,23,Home,W,3.0,1.0,2.2,1.8,56.0,4-3-3,4-2-3-1
2425,1544,50602,9617,24,Away,L,1.0,5.0,0.8,1.0,54.0,4-2-3-1,4-3-3
